cohort,dataset,outcome,representation,model,n,pearson_r,spearman_rho,prediction_sd,pearson_ci_2_5,pearson_ci_97_5,spearman_ci_2_5,spearman_ci_97_5,successful_bootstraps,metric_note,panel_order,drug_name,study_role,mechanism_class
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Mean baseline,339,,,4.440892098500626e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Elastic Net,339,-0.0716062558831181,-0.1127380648022941,0.4260801903486085,-0.1941955863570942,0.0506445362411846,-0.2185870408181884,-0.0036067653803305,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Random forest,339,0.0707187724021275,0.0471583155962285,0.3442296050627074,-0.0317177990323422,0.1735961632445281,-0.0615688000886678,0.1542179133844371,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Mean baseline,551,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Elastic Net,551,-0.0688266531420897,-0.1108669110420866,0.3991385709395603,-0.1681936434166785,0.024519928284287,-0.1939719354999686,-0.0264015260245295,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Random forest,551,0.0326747730210149,-0.0109390759165871,0.3568647970664712,-0.045046712144242,0.11161452215954,-0.0915224561419126,0.0671979013301622,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Mean baseline,551,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Elastic Net,551,-0.0718756202108908,-0.1079505462579715,0.3991385709395603,-0.1633724324698737,0.0226464949356174,-0.1871078712807367,-0.0243241088538241,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Random forest,551,0.0167952915082685,-0.0156411268050185,0.3568647970664712,-0.0654096373201087,0.0965821512801518,-0.0991865667890944,0.0683967923111834,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Hallmark pathways,Mean baseline,348,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Hallmark pathways,Elastic Net,348,0.1603219915692495,0.1621290169923749,0.2974387265028053,0.0374715681645076,0.274699097013899,0.0466056154439737,0.2616530873606617,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Hallmark pathways,Random forest,348,0.1797202033073289,0.1881088967584447,0.3949684382504655,0.0680779721010301,0.2913636739460145,0.0896312275985799,0.2827572539893832,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Hallmark pathways,Mean baseline,348,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Hallmark pathways,Elastic Net,348,0.1809016625753309,0.1550951071288133,0.2974387265028053,0.0718950028263167,0.2920206907861509,0.0538827068949417,0.2546869222409885,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Hallmark pathways,Random forest,348,0.1961788242125721,0.158189651613175,0.3949684382504655,0.0881683387443993,0.3003749634950582,0.0515859391264725,0.2539089517730611,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Hallmark pathways,Mean baseline,548,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Hallmark pathways,Elastic Net,548,0.1693186962676546,0.2040925526532071,0.3070154209657126,0.083248090699963,0.251997153247848,0.1235331026055525,0.2851763245386949,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Hallmark pathways,Random forest,548,0.2247775673180202,0.2575482704074724,0.4131248409581237,0.1401865836223779,0.3046895552516955,0.1834204900245163,0.3365758816843019,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Hallmark pathways,Mean baseline,548,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Hallmark pathways,Elastic Net,548,0.2028932564313774,0.1981034191962468,0.3070154209657126,0.1231648094821523,0.2844931224622409,0.1140981825298658,0.2844077822204525,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Hallmark pathways,Random forest,548,0.2545882835237922,0.2276955019955392,0.4131248409581237,0.1768864116862348,0.3359192768883302,0.1491494829343853,0.3074542882270342,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Hallmark pathways,Mean baseline,191,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Hallmark pathways,Elastic Net,191,0.2417310013353298,0.263043479196893,0.3102041409156498,0.093958573879418,0.3766066483631795,0.1260480973107606,0.3913225567662166,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Hallmark pathways,Random forest,191,0.2913299205997426,0.2832763344225317,0.4206038988034535,0.1761889542241437,0.4105383637349349,0.1558613319476402,0.4124095548574162,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Mean baseline,191,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Elastic Net,191,0.2306794534577368,0.2560605538715899,0.3102041409156498,0.0933941456282891,0.3637724207025636,0.1236096144022966,0.3787163797970152,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Hallmark pathways,Random forest,191,0.2825373188550132,0.2775299669330394,0.4206038988034535,0.1606908051038921,0.398171537241518,0.1462654596602642,0.4029183197617624,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Mean baseline,315,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Elastic Net,315,0.2094147956145581,0.2430704402420355,0.3129314749857281,0.0936003039216349,0.3146193131405759,0.1329688626771503,0.3474128319261566,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Hallmark pathways,Random forest,315,0.2642400533499708,0.2688453128510888,0.4532818501941799,0.1619024630301083,0.3583359860043104,0.1649867425655158,0.358479915963053,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Mean baseline,315,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Elastic Net,315,0.2173562044353032,0.2342248227195417,0.3129314749857281,0.1122433605451882,0.3150768677253564,0.1277415536871883,0.3276233964642063,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Hallmark pathways,Random forest,315,0.2695911422219952,0.2603955264279379,0.4532818501941799,0.1736629123412287,0.3656652178237608,0.1565391732431979,0.3598173682257764,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,6,bortezomib,Confirmatory extension,Proteasome inhibition
