cohort,dataset,outcome,model,n,gene_pearson_r,pathway_pearson_r,pearson_difference_pathway_minus_gene,pearson_difference_ci_2_5,pearson_difference_ci_97_5,pearson_conclusion,gene_spearman_rho,pathway_spearman_rho,spearman_difference_pathway_minus_gene,spearman_difference_ci_2_5,spearman_difference_ci_97_5,spearman_conclusion,successful_paired_bootstraps,panel_order,drug_name,study_role,mechanism_class
GDSC2_strict_sanger_heldout,GDSC2,AUC,Elastic Net,348,-0.0567589617230146,0.1809016625753309,0.2376606242983455,0.1394218200909125,0.3382417878384592,pathway favored,-0.0787309292431891,0.1550951071288133,0.2338260363720024,0.1248841742146349,0.3368580062921332,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Random forest,348,0.1094198147520424,0.1961788242125721,0.0867590094605296,0.0235348682738814,0.1429183020280084,pathway favored,0.0536456997135809,0.158189651613175,0.1045439518995941,0.0244127325974718,0.1750191513244097,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Elastic Net,548,-0.0963698467481652,0.1693186962676546,0.2656885430158199,0.1880567400782306,0.3436773295639359,pathway favored,-0.1587992477962221,0.2040925526532071,0.3628918004494293,0.2850674103129611,0.4468890921894943,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Random forest,548,0.1003868437661617,0.2247775673180202,0.1243907235518584,0.0854593228767245,0.1664697229903023,pathway favored,0.0710190007362636,0.2575482704074724,0.1865292696712087,0.1300790878739302,0.2441819232000542,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Elastic Net,548,-0.0418220607935545,0.2028932564313774,0.244715317224932,0.1703861224303257,0.3179449541171967,pathway favored,-0.0754241865351032,0.1981034191962468,0.27352760573135,0.1909893776589773,0.3541453363962722,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Random forest,548,0.145462285891234,0.2545882835237922,0.1091259976325581,0.0668946324048121,0.1526659722541757,pathway favored,0.0953518697939898,0.2276955019955392,0.1323436322015494,0.0765816866109436,0.1927745601454148,pathway favored,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Elastic Net,191,0.1088225997969196,0.2417310013353298,0.1329084015384101,-0.0342434043414867,0.2931892210051168,difference uncertain,0.2516741232408108,0.263043479196893,0.0113693559560822,-0.1334275485926878,0.1708054838334953,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Random forest,191,0.2920022421990629,0.2913299205997426,-0.0006723215993203,-0.0718844227169642,0.072744389209602,difference uncertain,0.3067581921492914,0.2832763344225317,-0.0234818577267596,-0.1086072935135342,0.0616357713946291,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Elastic Net,191,0.1310279773659003,0.2306794534577368,0.0996514760918365,-0.0798335435466939,0.2647910105858171,difference uncertain,0.2548015982364287,0.2560605538715899,0.0012589556351612,-0.151703490046718,0.1596392187731535,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Random forest,191,0.2952184734184622,0.2825373188550132,-0.0126811545634489,-0.0868185948477406,0.0520507122474392,difference uncertain,0.3033480297602645,0.2775299669330394,-0.0258180628272251,-0.1079682979596209,0.0542112401996066,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Elastic Net,315,0.0944326598669255,0.2094147956145581,0.1149821357476326,-0.0188371805739019,0.243308773069221,difference uncertain,0.2122253652366531,0.2430704402420355,0.0308450750053823,-0.095019343176283,0.1564753198016172,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Random forest,315,0.2486518776309172,0.2642400533499708,0.0155881757190535,-0.043465400504734,0.0687855384555843,difference uncertain,0.2713926998645405,0.2688453128510888,-0.0025473870134517,-0.0690907448897232,0.0642876774833738,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Elastic Net,315,0.1156998470773217,0.2173562044353032,0.1016563573579814,-0.0316258675499759,0.2137287930018926,difference uncertain,0.2086949010032135,0.2342248227195417,0.0255299217163281,-0.0856350122845985,0.1381708303761281,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Random forest,315,0.2659383288628421,0.2695911422219952,0.0036528133591531,-0.0521693554624663,0.0525583435544685,difference uncertain,0.2647477760756806,0.2603955264279379,-0.0043522496477426,-0.0676668118474984,0.0568697558637002,difference uncertain,1000,6,bortezomib,Confirmatory extension,Proteasome inhibition
