cohort,dataset,outcome,model,n,pearson_r,spearman_rho,prediction_sd,pearson_ci_2_5,pearson_ci_97_5,spearman_ci_2_5,spearman_ci_97_5,successful_bootstraps,metric_note,panel_order,drug_name,study_role,mechanism_class
GDSC2_strict_sanger_heldout,GDSC2,AUC,Random forest,351,0.2429861331029033,0.2499730824730824,0.2968415225675925,0.1496288814966612,0.3368151940142735,0.1494429912479166,0.3466339373927871,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Mean baseline,554,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Elastic Net,554,0.1473802534569419,0.1628469200100146,0.6351689619534724,0.0658443138962879,0.2257889607165434,0.0802946041320315,0.2401894887792822,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,LN_IC50,Random forest,554,0.2780163190060531,0.2817901874429773,0.2941665233382604,0.1955862099351586,0.3570618357429954,0.1999681792568024,0.3593847063613481,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Mean baseline,554,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Elastic Net,554,0.181880461102443,0.1844292311321512,0.6351689619534724,0.1121696399135464,0.261060026352937,0.1088261885921627,0.2714022921132477,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Random forest,554,0.260839306375392,0.2634260441233891,0.2941665233382604,0.1825516939202882,0.3357787974146771,0.1773035452174681,0.3397881096114705,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Mean baseline,336,,,4.440892098500626e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Elastic Net,336,0.3542281040900228,0.3264616932294863,0.645532265943392,0.2550325393545165,0.4420602184078027,0.2307696612777487,0.4235882538534583,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Random forest,336,0.291661010875239,0.2691331388837922,0.2896231670645207,0.2029094393205395,0.3798389501034689,0.1658949721589237,0.3683930713973679,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,AUC,Mean baseline,336,,,4.440892098500626e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,AUC,Elastic Net,336,0.338188189071323,0.3315305625328212,0.645532265943392,0.2512407917361479,0.4226088001739403,0.2312366331722793,0.4315084203874657,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_strict_sanger_heldout,GDSC1,AUC,Random forest,336,0.2724577794962335,0.2490411444262367,0.2896231670645207,0.1746336426488169,0.3650914498944763,0.1434971032079986,0.3507599041692676,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Mean baseline,527,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Elastic Net,527,0.3040075601782852,0.2750455690008796,0.6277560713060741,0.21967397643239,0.3764914741883332,0.1930397899296139,0.3534299836566286,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Random forest,527,0.295349649769829,0.2531523614876189,0.2884825048325465,0.2142422469322011,0.376191442932956,0.1729414889949431,0.3334120635042871,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Mean baseline,527,,,8.881784197001252e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Elastic Net,527,0.2723206557335382,0.2659279153830059,0.6277560713060741,0.1985150348573255,0.3480592892280707,0.1791744114059145,0.3539605217809627,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Random forest,527,0.2458848710494659,0.219817054973367,0.2884825048325465,0.1681187267225479,0.3155581190675833,0.1369679630754768,0.2991358849341257,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,3,docetaxel,Confirmatory extension,Microtubule stabilization
